Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,79.96640014648438,84.91999816894531,85.66000366210938,84.36000061035156,85.66000366210938,1109673
2018-01-03,79.62740325927734,84.55999755859375,84.91999816894531,84.30000305175781,84.77999877929688,1340638
2018-01-04,81.62374114990234,86.68000030517578,87.08000183105469,84.72000122070312,84.91999816894531,1492458
2018-01-05,83.09274291992188,88.23999786376953,88.23999786376953,86.72000122070312,87.0,1360842
2018-01-08,83.243408203125,88.4000015258789,88.62000274658203,87.9000015258789,88.44000244140625,940734
2018-01-09,83.3940658569336,88.55999755859375,88.80000305175781,87.86000061035156,87.9800033569336,948516
2018-01-10,82.47123718261719,87.58000183105469,88.41999816894531,86.77999877929688,88.36000061035156,1153011
2018-01-11,80.34306335449219,85.31999969482422,87.72000122070312,85.27999877929688,87.58000183105469,1942606
2018-01-12,80.23007202148438,85.19999694824219,85.72000122070312,84.63999938964844,85.62000274658203,1325463
2018-01-15,79.646240234375,84.58000183105469,85.4000015258789,84.31999969482422,85.30000305175781,1234315
2018-01-16,82.4335708618164,87.54000091552734,87.54000091552734,84.83999633789062,84.83999633789062,1854817
2018-01-17,82.3205795288086,87.41999816894531,87.83999633789062,86.73999786376953,86.95999908447266,1324738
2018-01-18,82.3017349243164,87.4000015258789,87.72000122070312,87.0199966430664,87.62000274658203,1108787
2018-01-19,82.6407470703125,87.76000213623047,88.0,87.04000091552734,87.27999877929688,1243740
2018-01-22,82.86673736572266,88.0,88.0,87.16000366210938,87.27999877929688,969356
2018-01-23,82.54658508300781,87.66000366210938,88.36000061035156,87.23999786376953,88.0,870553
2018-01-24,81.88740539550781,86.95999908447266,87.91999816894531,86.95999908447266,87.66000366210938,845590
2018-01-25,82.11339569091797,87.19999694824219,87.94000244140625,86.63999938964844,86.9800033569336,1130110
2018-01-26,82.94207000732422,88.08000183105469,88.45999908447266,87.27999877929688,87.33999633789062,994221
2018-01-29,82.45240783691406,87.55999755859375,88.26000213623047,87.55999755859375,88.0999984741211,952111
2018-01-30,81.68023681640625,86.73999786376953,87.41999816894531,86.73999786376953,87.0,1376200
2018-01-31,81.9250717163086,87.0,87.44000244140625,86.63999938964844,86.73999786376953,1355628
2018-02-01,81.07756805419922,86.0999984741211,87.16000366210938,85.73999786376953,87.0,1387208
2018-02-02,79.9287338256836,84.87999725341797,86.04000091552734,84.87999725341797,85.80000305175781,1571498
2018-02-05,78.55390167236328,83.41999816894531,84.19999694824219,82.23999786376953,84.18000030517578,1801817
2018-02-06,77.93240356445312,82.76000213623047,83.37999725341797,81.0,81.0999984741211,3730691
2018-02-07,78.74224090576172,83.62000274658203,83.62000274658203,82.13999938964844,83.16000366210938,1840880
2018-02-08,75.87957000732422,80.58000183105469,83.80000305175781,80.12000274658203,83.5,2579678
